,community area name,total_pop,pctpov,pctpoc,unemplrate,medhhinc,dep_ratio,child_perc,seniorperc,avg_temp,bgpopdense,tc_gap,phys_hlth,ment_hlth,asthma,core_m,core_w,core_norm,healthnorm,tes
54,Norwood Park,1074.728231292517,0.1664451513510512,0.20622714512193643,0.04317175005787387,79683.89183673469,0.6448376407280546,0.1998815154471822,0.18370561854020953,82.89218972170771,3673.1562869276468,0.19140292725949687,10.428571428571429,10.4,8.628571428571428,34.68571428571429,28.614285714285717,0.7030230306092375,0.31752669614529233,88.42789340956826
55,Oakland,1184.5555555555557,0.5716167125459304,0.9813260243000848,0.19897532281765842,28312.94444444444,0.7378804145397092,0.32363864007356646,0.09080344247371262,77.84924407770085,5543.187690694279,0.18789012069141298,14.866666666666665,16.4,13.433333333333332,21.099999999999998,20.63333333333333,0.2722271342961,0.459029025908748,80.47111260976781
56,Ohare,2023.15,0.3934155448133339,0.3360829876151048,0.06511934805295565,50914.3,0.5579455902534969,0.19588447748311424,0.15188148845660757,79.2535885421711,3704.269272843901,0.20039252773676877,11.879999999999999,12.3,9.120000000000001,31.579999999999995,26.52,0.5987768936044798,0.3460669136814722,85.0507433494753
57,Portage Park,1328.5724489795919,0.2934045515334267,0.525116185892283,0.06516927747591339,64296.985714285714,0.5258762031749015,0.21212526662341352,0.1269872664106972,83.9587454648195,6570.9277725977745,0.15507980725167517,11.178571428571429,12.1,8.907142857142857,30.599999999999998,26.914285714285715,0.588427855669235,0.32850095937027435,87.86838639415616
58,Pullman,868.6666666666666,0.45328759717684913,0.8534411915272475,0.20073391089776074,42458.583333333336,0.4744780127133454,0.16336293936486992,0.15248240484303774,80.43497983831867,1958.5172124723347,0.2478122286317949,14.700000000000001,14.566666666666668,12.1,24.233333333333334,22.8,0.3785489733765597,0.4243201576938463,75.60974452486711
59,Riverdale,1041.375,0.8652941654965844,0.9779409117518727,0.3891656417163616,15150.375,0.8926106578716568,0.402877853289045,0.06431134219567662,77.68480763890281,2034.9023902867643,0.1793329807083922,22.0,22.949999999999996,16.15,16.55,15.7,0.07964927792514,0.6444950856420815,76.31630335231013
60,Rogers Park,1519.9722222222224,0.4704549593248382,0.5469995797928825,0.06344495247147452,38800.159722222226,0.39280803758784594,0.15806633542186274,0.11063631925579898,75.97254570155384,12081.749147641664,0.056341466683709616,11.616666666666667,13.866666666666667,10.033333333333333,27.691666666666666,25.216666666666665,0.49643874643874647,0.36346026802187387,95.88066388348112
61,Roseland,1012.8333333333333,0.44692955904566284,0.9874514453230089,0.20555520007492092,40019.00714285714,0.6933015383018193,0.21770206315758703,0.18152398311979986,81.26210717018184,3493.0834164382786,0.1833875521530701,15.464285714285714,14.35,12.635714285714286,23.321428571428573,21.42142857142857,0.33162287903667204,0.42966705683135775,81.09286026769612
62,South Chicago,1012.3964285714286,0.6093227119637447,0.9734467392788158,0.1994937716723486,30442.622619047623,0.7463171804139188,0.2613435016908025,0.15492518724982862,80.09946801692722,4657.600505378558,0.1645130257473349,17.28,16.27,12.370000000000001,20.630000000000003,19.78,0.2449896846448572,0.44826864306807235,82.02410077427504
63,South Deering,1378.375,0.5392119029598557,0.949546268468254,0.21340608103180392,37125.854166666664,0.7620906930986058,0.25875258410379576,0.16933104688872866,79.16273465441219,2621.2545653077705,0.22225276124947935,17.075,15.375,11.75,21.325,20.200000000000003,0.2672782198644265,0.42345606193146823,76.99547899615278
64,South Lawndale,2060.546296296296,0.6591210540587652,0.9598777876469864,0.10101575609663514,33796.083333333336,0.6583814479819348,0.30349267094522847,0.08154794753009566,82.29732937009402,10433.203769617068,0.12669312491530216,17.005555555555556,17.077777777777776,10.083333333333334,18.327777777777776,18.355555555555554,0.17044896355241185,0.38415072052781557,86.39691390307782
65,South Shore,1076.1133333333335,0.5580023791107538,0.9758769714780547,0.18546814643346485,30901.17666666667,0.6329746239021232,0.24065028203216243,0.13327262110876928,78.41164729857297,7734.3377065134555,0.12536943648355556,15.986666666666668,15.360000000000001,12.953333333333335,22.12,20.540000000000003,0.28977306218685517,0.4471518957405661,87.0693062608976
66,Uptown,1420.4958333333334,0.37338729265283116,0.4355232179641008,0.053447598830291376,57686.643055555556,0.37789829592960295,0.12209177109187726,0.1248711237560634,76.80397297371316,16349.019112544307,0.10552596693283955,10.008333333333335,11.891666666666666,9.016666666666666,30.775000000000002,27.400000000000002,0.6021588564692012,0.32000083685343716,93.49914917380852
67,Washington Heights,1099.075,0.3937932861105625,0.988352378179696,0.17302479539109264,48253.99375,0.684935437511081,0.2013328467157014,0.19537063853972203,82.39108286679854,3940.131105189812,0.20516233032898584,14.475,13.025,12.1,24.287499999999998,22.7,0.3774498968464485,0.39863025145037473,78.64663724431962
68,Washington Park,1114.0277777777778,0.609378798388433,0.9911756186086519,0.19086622714709298,27234.44444444444,0.6909697122914121,0.3228696508357847,0.07981707101043947,78.39041848856492,4020.2105914317312,0.1868230700777094,16.05,17.683333333333334,13.75,20.366666666666667,19.083333333333332,0.2250589448865312,0.48573245686381666,80.43750377350331
69,West Elsdon,1286.1041666666665,0.3766749511995464,0.8412429290634169,0.09590644389155137,58122.333333333336,0.6235295420002789,0.27331566191292245,0.10725669492563791,84.76225612502904,6372.365006348609,0.21307755666568562,12.025,12.8,8.65,26.85,23.400000000000002,0.44149720011788973,0.30439504949367546,79.95931138291628
70,West Englewood,820.1578947368421,0.6202323139072243,0.988636885287079,0.27587095062645095,26478.513157894737,0.7756961959795776,0.23916197049711813,0.18959374948882846,80.25560148958068,3630.501982441028,0.14019622379622504,18.189473684210526,17.489473684210527,13.710526315789474,19.589473684210525,18.51578947368421,0.19804318488529005,0.49600335489224107,83.74755027111823
71,West Garfield Park,1172.6,0.6922581211698573,0.9764813803765143,0.190298953573521,25243.25,0.7481456017418824,0.30784594493773754,0.11544551190436089,81.18483461881549,5081.774304330201,0.1990371041462297,20.270000000000003,19.59,14.62,18.259999999999998,16.97,0.1395446507515473,0.5551931418062834,76.27478985903068
72,West Lawn,1424.0694444444443,0.44997612038382745,0.8670270826065081,0.12683303512911526,51479.76388888888,0.6843807651487376,0.29443857347185814,0.10459516396893476,85.06490541015553,6012.6091648364245,0.21829820768978628,12.950000000000001,13.6,9.033333333333333,25.05,22.266666666666666,0.3827979172806757,0.3200163682701997,77.67351618617633
73,West Pullman,1203.3541666666667,0.502616356435629,0.9933047087339948,0.22960031710106915,40395.52291666667,0.6526923795172018,0.2350301448878796,0.15278080594543564,80.04947348671791,3030.0597789955586,0.13204496254960157,15.587499999999999,15.0125,12.625,21.825,21.225,0.2987584733274389,0.43237407460647737,85.78198172213978
74,West Ridge,1723.6964285714287,0.4325882809492741,0.5619381471330694,0.07309755196634347,55835.154761904756,0.6673138322211971,0.24397609876720372,0.14512065781960462,78.9245707051232,9328.488480758248,0.07415753200874199,12.35,12.464285714285714,9.157142857142857,29.035714285714285,25.464285714285715,0.5274777904088248,0.3361990212194775,94.57209065333022
75,West Town,1410.8763440860214,0.22750363294759404,0.3858934743876037,0.03857299634447279,94995.27150537634,0.28858573704686835,0.15072882283459832,0.06708792691170236,80.44784699378208,8800.525418703279,0.15226373376719254,7.209677419354839,10.538709677419355,8.135483870967741,32.674193548387095,29.87741935483871,0.6914781856383637,0.273441907971222,91.16529795714608
76,Woodlawn,1211.2484848484848,0.5818486428930506,0.9164720377114001,0.18423180260677477,28438.47272727273,0.5920318308525393,0.23039765124609266,0.12873688439642783,78.2057538977143,6314.578479318175,0.15417103762230577,15.7,15.945454545454545,12.863636363636363,21.663636363636364,20.081818181818182,0.27124025399887475,0.44638012389865694,84.36036175846534
